order_id,user_id,amount_paise,status,created_ts,captured_ts,source
order_657691759f9e4b,U_0808,99900,AUTHORIZED,2026-03-21T00:55:02Z,,webhook
order_28c8d97ef3cf44,U_0747,499900,CREATED,2026-04-11T02:19:06Z,,api
order_78dad26a8b8941,U_0483,49900,REFUNDED,2026-04-06T01:02:54Z,2026-04-06T01:10:41Z,webhook
order_a7ad654b8a144e,U_0763,499900,CREATED,2026-03-29T05:12:57Z,,api
order_dd266061c53d40,U_0279,499900,CAPTURED,2026-03-10T12:39:56Z,2026-03-10T12:40:56Z,webhook
order_ebd9f3a0479743,U_0091,99900,REFUNDED,2026-02-25T10:46:56Z,2026-02-25T10:51:51Z,webhook
order_d281cce775f642,U_0090,99900,CAPTURED,2026-03-30T19:52:50Z,2026-03-30T19:57:59Z,webhook
order_ea5a94af85dc45,U_0444,199900,AUTHORIZED,2026-02-22T04:07:23Z,,webhook
order_0d8eee7b4b6f41,U_0765,99900,CREATED,2026-04-03T12:16:02Z,,api
order_c87f40c5f8d648,U_0625,199900,CREATED,2026-03-10T14:50:00Z,,api
order_ddf23deae8a243,U_0426,499900,AUTHORIZED,2026-03-22T00:53:41Z,,webhook
order_aa813dbf4cc141,U_0900,199900,AUTHORIZED,2026-03-16T12:56:57Z,,webhook
order_4fb131dc43f142,U_0060,99900,CAPTURED,2026-04-11T17:18:51Z,2026-04-11T17:20:48Z,webhook
order_bb487c2dcbae42,U_0285,499900,CREATED,2026-04-10T01:23:26Z,,api
order_924b25b112594b,U_0258,499900,AUTHORIZED,2026-03-31T13:04:26Z,,webhook
order_752cb0201bde41,U_0550,199900,CREATED,2026-04-04T18:15:55Z,,api
order_673c643ac4df43,U_0687,99900,AUTHORIZED,2026-03-16T02:48:49Z,,webhook
order_fb8108331e1645,U_0983,499900,AUTHORIZED,2026-04-08T11:26:27Z,,webhook
order_dbdb38a224854c,U_0916,49900,CAPTURED,2026-03-01T19:18:58Z,2026-03-01T19:23:30Z,webhook
order_be56c524579d45,U_0768,499900,CAPTURED,2026-03-24T21:36:26Z,2026-03-24T21:44:36Z,webhook
order_5ecc6b1f049f43,U_0166,99900,CREATED,2026-03-09T12:48:04Z,,api
order_eab4022b0a3447,U_0633,199900,AUTHORIZED,2026-04-15T08:50:15Z,,webhook
order_e1b56a243c684b,U_0183,99900,REFUNDED,2026-02-24T09:33:41Z,2026-02-24T09:47:45Z,webhook
order_96a2fca1d7fa4d,U_0308,199900,AUTHORIZED,2026-03-15T23:21:30Z,,webhook
order_d9f8ce6858de46,U_0112,99900,CREATED,2026-03-08T08:08:03Z,,api
order_592b299136a344,U_0237,99900,AUTHORIZED,2026-02-26T03:58:40Z,,webhook
order_6e00c4fe8d9243,U_0523,199900,CAPTURED,2026-03-19T20:51:44Z,2026-03-19T21:01:17Z,webhook
order_45f08fd996794a,U_0199,499900,CAPTURED,2026-03-31T02:58:13Z,2026-03-31T03:04:44Z,webhook
order_c73817afd56e47,U_0373,199900,AUTHORIZED,2026-04-14T04:39:19Z,,webhook
order_d9f8ce6858de46,U_0112,99900,CAPTURED,2026-03-08T08:08:03Z,2026-03-08T08:15:04Z,webhook
order_66796a527c7045,U_0036,199900,AUTHORIZED,2026-04-02T16:01:54Z,,webhook
order_c91195b39cbf44,U_0465,199900,CREATED,2026-03-14T02:38:35Z,,api
order_6c96e453f7f947,U_0638,99900,CREATED,2026-03-25T00:18:26Z,,api
order_9bbc743958d141,U_0613,199900,CREATED,2026-03-06T14:00:09Z,,api
order_044bb4aca5384b,U_0634,99900,CREATED,2026-03-18T22:17:06Z,,api
order_6bcf5abb5c9948,U_0148,49900,CAPTURED,2026-02-25T02:11:18Z,2026-02-25T02:20:17Z,webhook
order_3295470be2ef4f,U_0078,199900,AUTHORIZED,2026-03-26T09:39:04Z,,webhook
order_4ab42122aba74d,U_0875,99900,AUTHORIZED,2026-03-27T19:08:27Z,,webhook
order_c2ed5ff3a87048,U_0480,199900,FAILED,2026-03-13T23:14:45Z,,webhook
order_dea8a1c0058641,U_0986,199900,CREATED,2026-04-18T00:24:23Z,,api
order_cab62727681248,U_0455,199900,CAPTURED,2026-03-03T09:13:56Z,2026-03-03T09:21:37Z,webhook
order_3d26a11d655948,U_0712,199900,AUTHORIZED,2026-04-05T07:14:46Z,,webhook
order_722bfde74a1547,U_0364,99900,CREATED,2026-03-08T19:02:18Z,,api
order_5e97fd2d924246,U_0404,199900,AUTHORIZED,2026-04-06T01:44:10Z,,webhook
order_2b02ad588ee24e,U_0047,99900,CAPTURED,2026-04-18T07:48:53Z,2026-04-18T07:52:05Z,webhook
order_a90dac2d36ba4a,U_0728,99900,CAPTURED,2026-03-02T04:10:27Z,2026-03-02T04:21:02Z,webhook
order_035b36a21a6b4e,U_0875,499900,AUTHORIZED,2026-04-18T07:25:50Z,,webhook
order_46de35c131424c,U_0364,99900,AUTHORIZED,2026-04-07T23:47:15Z,,webhook
order_67498f17137645,U_0803,49900,AUTHORIZED,2026-03-09T12:01:13Z,,webhook
order_e1c25f24098340,U_0721,99900,CREATED,2026-02-24T03:06:00Z,,api
order_c830e31f719c40,U_0129,199900,CREATED,2026-02-20T05:13:57Z,,api
order_1c8928d322184c,U_0953,199900,AUTHORIZED,2026-03-29T04:46:52Z,,webhook
order_4d78c5f1cd194f,U_0062,49900,AUTHORIZED,2026-03-13T07:40:10Z,,webhook
order_37793a79102e4d,U_0923,199900,AUTHORIZED,2026-04-13T18:18:29Z,,webhook
order_cd457bd01d6e47,U_0662,199900,AUTHORIZED,2026-04-04T11:08:17Z,,webhook
order_3df3c808cef44c,U_0920,199900,CREATED,2026-04-01T19:02:47Z,,api
order_976920a26fd348,U_0060,49900,CAPTURED,2026-03-11T09:12:25Z,2026-03-11T09:23:20Z,webhook
order_2ffd751bb5a949,U_0749,499900,CREATED,2026-03-25T12:02:14Z,,api
order_6f5b986d1a0f4c,U_0369,499900,AUTHORIZED,2026-02-28T13:07:38Z,,webhook
order_66796a527c7045,U_0036,199900,CAPTURED,2026-04-02T16:01:54Z,2026-04-02T16:11:38Z,webhook
order_9d73e20eec994c,U_0507,49900,CREATED,2026-03-31T10:11:27Z,,api
order_8e88938b4e4546,U_0238,49900,CAPTURED,2026-04-07T21:35:28Z,2026-04-07T21:38:37Z,webhook
order_3d6ed22bd50845,U_0058,99900,AUTHORIZED,2026-04-11T17:15:18Z,,webhook
order_34c2522bb06646,U_0287,99900,CAPTURED,2026-03-28T18:24:53Z,2026-03-28T18:29:45Z,webhook
order_044bb4aca5384b,U_0634,99900,AUTHORIZED,2026-03-18T22:17:06Z,,webhook
order_37095c42cc6844,U_0760,499900,CAPTURED,2026-03-31T11:03:42Z,2026-03-31T11:09:21Z,webhook
order_a34b4abb545144,U_0194,199900,CREATED,2026-04-04T22:07:32Z,,api
order_2e526471458146,U_0801,199900,CAPTURED,2026-04-15T03:06:36Z,2026-04-15T03:15:00Z,webhook
order_353a8aa67cd646,U_0941,499900,CREATED,2026-03-02T19:55:24Z,,api
order_6672b79de7dd42,U_0740,99900,AUTHORIZED,2026-03-30T10:49:57Z,,webhook
order_dce867ee443b42,U_0679,99900,CAPTURED,2026-03-13T20:54:35Z,2026-03-13T20:59:59Z,webhook
order_684ff9d93ed549,U_0278,49900,CREATED,2026-03-11T02:16:40Z,,api
order_fe47c211433749,U_0483,199900,CAPTURED,2026-03-04T18:09:15Z,2026-03-04T18:21:19Z,webhook
order_dfea96c3169747,U_0481,99900,AUTHORIZED,2026-03-26T21:27:12Z,,webhook
order_3d26a11d655948,U_0712,199900,CREATED,2026-04-05T07:14:46Z,,api
order_80786a42d7b846,U_0980,499900,AUTHORIZED,2026-03-21T04:11:07Z,,webhook
order_ff9b00200aa54d,U_0619,199900,AUTHORIZED,2026-02-26T21:27:52Z,,webhook
order_b258a685680249,U_0371,99900,REFUNDED,2026-02-27T18:26:08Z,2026-02-27T18:35:20Z,webhook
order_3480b390cb7145,U_0634,99900,AUTHORIZED,2026-04-15T00:28:34Z,,webhook
order_5ecc6b1f049f43,U_0166,99900,AUTHORIZED,2026-03-09T12:48:04Z,,webhook
order_04c8a02e8ccd49,U_0640,499900,AUTHORIZED,2026-03-22T10:33:22Z,,webhook
order_2d0f3eee6a784f,U_0853,99900,AUTHORIZED,2026-03-25T14:00:57Z,,webhook
order_ba7839c92ecb4c,U_0248,49900,CREATED,2026-02-19T03:16:45Z,,api
order_d85c616829734b,U_0358,199900,CAPTURED,2026-03-06T23:40:38Z,2026-03-06T23:44:44Z,webhook
order_d14611b3bf834d,U_0643,49900,AUTHORIZED,2026-03-02T05:12:10Z,,webhook
order_bcb1aab049ed44,U_0457,499900,AUTHORIZED,2026-03-15T21:08:27Z,,webhook
order_a3d8f51a956a42,U_0762,499900,CREATED,2026-03-17T01:54:24Z,,api
order_ca7b1b0a7e8544,U_0872,199900,CREATED,2026-02-28T09:44:44Z,,api
order_c91195b39cbf44,U_0465,199900,AUTHORIZED,2026-03-14T02:38:35Z,,webhook
order_5aab35c5e63140,U_0374,499900,CAPTURED,2026-04-08T05:39:09Z,2026-04-08T05:50:30Z,webhook
order_3198d712108649,U_0179,199900,AUTHORIZED,2026-04-08T11:46:21Z,,webhook
order_281ff504b8d74e,U_0442,49900,CAPTURED,2026-03-16T08:06:43Z,2026-03-16T08:14:19Z,webhook
order_25e87b6dbec545,U_0192,49900,CAPTURED,2026-04-09T05:41:07Z,2026-04-09T05:53:53Z,webhook
order_dfea96c3169747,U_0481,99900,CAPTURED,2026-03-26T21:27:12Z,2026-03-26T21:32:10Z,webhook
order_6fdb4972a1e44b,U_0222,499900,AUTHORIZED,2026-03-23T01:37:08Z,,webhook
order_a29d6f80f6674d,U_0021,499900,CREATED,2026-02-21T23:42:30Z,,api
order_5439ae9561f845,U_0660,99900,AUTHORIZED,2026-03-30T06:19:29Z,,webhook
order_6c62cd6aba2741,U_0567,499900,FAILED,2026-03-11T03:09:21Z,,webhook
order_6e1a06e70bea4f,U_0121,49900,CAPTURED,2026-02-24T12:29:59Z,2026-02-24T12:31:01Z,webhook
order_f0dede84544546,U_0743,49900,CREATED,2026-03-30T19:30:28Z,,api
order_3198d712108649,U_0179,199900,CAPTURED,2026-04-08T11:46:21Z,2026-04-08T11:53:13Z,webhook
order_44f70f2a340b47,U_0698,499900,CAPTURED,2026-04-09T22:35:11Z,2026-04-09T22:43:55Z,webhook
order_ffdbf337dde54b,U_0448,99900,REFUNDED,2026-02-19T06:00:21Z,2026-02-19T06:11:46Z,webhook
order_08b6926c27e64f,U_0283,499900,CAPTURED,2026-03-04T19:23:54Z,2026-03-04T19:30:10Z,webhook
order_22f067b42c9a43,U_0440,499900,CAPTURED,2026-03-07T07:34:55Z,2026-03-07T07:42:53Z,webhook
order_39751bbbdffc41,U_0953,499900,AUTHORIZED,2026-03-26T04:43:37Z,,webhook
order_3f453a35abe843,U_0964,49900,CREATED,2026-03-10T20:05:20Z,,api
order_9e20c4e93a9f49,U_0976,99900,AUTHORIZED,2026-03-17T09:13:38Z,,webhook
order_c51485fe64d144,U_0462,99900,CAPTURED,2026-03-06T12:46:22Z,2026-03-06T12:51:38Z,webhook
order_aae69e28467042,U_0687,49900,AUTHORIZED,2026-03-19T20:58:20Z,,webhook
order_d93cea5a29f947,U_0333,499900,CREATED,2026-04-14T16:03:57Z,,api
order_809d51c79cca49,U_0697,199900,AUTHORIZED,2026-03-04T11:44:11Z,,webhook
order_5b698087485741,U_0707,99900,CAPTURED,2026-02-27T13:48:33Z,2026-02-27T13:51:44Z,webhook
order_982fd39c23b94d,U_0759,99900,CREATED,2026-03-21T18:10:19Z,,api
order_5039f61ef8a543,U_0659,199900,CAPTURED,2026-03-09T04:18:30Z,2026-03-09T04:23:49Z,webhook
order_5b29ec32a8b64b,U_0134,99900,CAPTURED,2026-02-21T04:48:35Z,2026-02-21T04:53:53Z,webhook
order_05b244d7d9f844,U_0138,499900,FAILED,2026-04-17T22:56:00Z,,webhook
order_adb5da98d2ea4a,U_0503,499900,REFUNDED,2026-04-02T04:51:12Z,2026-04-02T05:06:58Z,webhook
order_906231cf17894a,U_0455,99900,CREATED,2026-03-16T08:00:12Z,,api
order_b2ac42eddb8143,U_0074,499900,AUTHORIZED,2026-03-19T15:40:21Z,,webhook
order_0ce34e41e55542,U_0603,199800,CREATED,2026-03-23T07:18:45Z,,api
order_c5ef3384f93346,U_0894,199900,CAPTURED,2026-02-20T17:43:42Z,2026-02-20T17:46:28Z,webhook
order_ff93e5fd38594d,U_0702,99900,CAPTURED,2026-03-16T10:17:07Z,2026-03-16T10:25:34Z,webhook
order_fc05b3449a9749,U_0361,499900,CREATED,2026-03-08T05:16:04Z,,api
order_07fb90d7e5354d,U_0206,499900,CREATED,2026-04-13T18:59:53Z,,api
order_6b00246e8e0647,U_0644,199900,CREATED,2026-04-01T06:48:10Z,,api
order_e85219f9589143,U_0934,499900,AUTHORIZED,2026-03-18T18:59:44Z,,webhook
order_db7ad76cb1234c,U_0344,99900,CAPTURED,2026-02-27T06:02:00Z,2026-02-27T06:07:07Z,webhook
order_1a0abc13a1d74f,U_0391,499900,AUTHORIZED,2026-03-06T14:11:15Z,,webhook
order_3d6ed22bd50845,U_0058,99900,CREATED,2026-04-11T17:15:18Z,,api
order_f2212fbb81194a,U_0134,99900,CREATED,2026-03-13T19:22:25Z,,api
order_ad098a8932da40,U_0313,99900,AUTHORIZED,2026-02-26T22:37:56Z,,webhook
order_d04db3cc5a974b,U_0897,49900,CREATED,2026-03-20T22:55:20Z,,api
order_ebbdde2390894e,U_0569,49900,CAPTURED,2026-02-19T13:21:08Z,2026-02-19T13:23:58Z,webhook
order_402f3ad999a345,U_0923,499900,CREATED,2026-03-12T19:06:04Z,,api
order_10d16e3feec946,U_0092,99900,CAPTURED,2026-03-15T16:06:47Z,2026-03-15T16:19:08Z,webhook
order_3dd23cdd0c0241,U_0483,99900,AUTHORIZED,2026-04-11T10:59:59Z,,webhook
order_ea1aa82f5af44f,U_0666,49900,CAPTURED,2026-04-19T17:20:35Z,2026-04-19T17:30:14Z,webhook
order_cbad8a1a1bae43,U_0164,499900,REFUNDED,2026-03-18T18:42:38Z,2026-03-18T18:56:18Z,webhook
order_c01457f4174e4a,U_0363,199900,AUTHORIZED,2026-03-03T20:01:29Z,,webhook
order_d669e3c0a7ea43,U_0664,199900,CAPTURED,2026-04-09T00:32:15Z,2026-04-09T00:33:14Z,webhook
order_7d82ecc343304b,U_0390,99900,CREATED,2026-04-12T16:14:10Z,,api
order_26adf58155cd47,U_0646,99900,CREATED,2026-02-26T12:17:52Z,,api
order_76bb0cac0c2943,U_0326,199900,CAPTURED,2026-03-10T20:23:21Z,2026-03-10T20:29:43Z,webhook
order_3264824553844d,U_0350,499900,AUTHORIZED,2026-04-02T19:07:38Z,,webhook
order_66b6d8e907ff41,U_0996,499900,CREATED,2026-03-12T09:35:52Z,,api
order_4402d681fb9740,U_0910,499900,FAILED,2026-04-13T13:03:36Z,,webhook
order_a031e73a1b6345,U_0415,49900,FAILED,2026-02-25T01:09:55Z,,webhook
order_08b6926c27e64f,U_0283,499900,CREATED,2026-03-04T19:23:54Z,,api
order_22147bb3039d42,U_0581,199900,CREATED,2026-02-21T03:36:48Z,,api
order_0aba88d5f20e40,U_0837,49900,CAPTURED,2026-03-25T19:06:45Z,2026-03-25T19:12:48Z,webhook
order_58dd8c0e1f9f40,U_0332,99900,CREATED,2026-02-21T16:32:31Z,,api
order_27e39947abf842,U_0390,99900,REFUNDED,2026-03-22T05:54:47Z,2026-03-22T06:07:29Z,webhook
order_6a96d1da347b40,U_0988,49900,CREATED,2026-02-25T07:17:00Z,,api
order_0ff9a42b3fd243,U_0071,49900,CREATED,2026-03-05T10:21:59Z,,api
order_a639932fafa54c,U_0268,199900,CAPTURED,2026-03-26T23:51:42Z,2026-03-26T23:57:45Z,webhook
order_f2212fbb81194a,U_0134,99900,CAPTURED,2026-03-13T19:22:25Z,2026-03-13T19:30:37Z,webhook
order_cbad8a1a1bae43,U_0164,499900,CAPTURED,2026-03-18T18:42:38Z,2026-03-18T18:54:53Z,webhook
order_a334845e8cbd42,U_0895,49900,AUTHORIZED,2026-03-11T05:53:27Z,,webhook
order_ea3774a4a9a748,U_0231,499900,CREATED,2026-03-06T19:42:00Z,,api
order_ed452d78d20046,U_0155,499900,AUTHORIZED,2026-03-04T09:50:45Z,,webhook
order_0dde687df33040,U_0210,99900,CAPTURED,2026-02-23T03:39:04Z,2026-02-23T03:45:29Z,webhook
order_23dd878053af48,U_0166,49900,CAPTURED,2026-02-27T09:26:20Z,2026-02-27T09:30:06Z,webhook
order_fec4225e0c304f,U_0022,49900,AUTHORIZED,2026-03-08T16:00:10Z,,webhook
order_02291509cfc646,U_0834,49900,CAPTURED,2026-02-24T08:08:15Z,2026-02-24T08:15:10Z,webhook
order_34cfb6b725da4a,U_0924,199900,CAPTURED,2026-04-19T19:19:39Z,2026-04-19T19:25:13Z,webhook
order_ea5a94af85dc45,U_0444,199900,REFUNDED,2026-02-22T04:07:23Z,2026-02-22T04:17:17Z,webhook
order_1090cf7cc8e649,U_0253,499900,CREATED,2026-03-19T11:54:03Z,,api
order_044bb4aca5384b,U_0634,99900,CAPTURED,2026-03-18T22:17:06Z,2026-03-18T22:27:28Z,webhook
order_b8376aa1430741,U_0531,199900,CAPTURED,2026-03-02T16:36:29Z,2026-03-02T16:42:52Z,webhook
order_802520aff1824b,U_0305,99900,CREATED,2026-03-07T22:52:10Z,,api
order_96bf62dbe7ba4b,U_0674,199900,CREATED,2026-03-09T14:54:52Z,,api
order_17bfd804271a40,U_0696,199900,CREATED,2026-03-22T05:23:43Z,,api
order_8963d98fcb1540,U_0513,199900,CREATED,2026-04-05T04:54:41Z,,api
order_973514c712dc49,U_0233,199900,CREATED,2026-03-05T19:53:24Z,,api
order_35263121f9d34d,U_0461,499900,CREATED,2026-03-20T11:51:35Z,,api
order_ad3fc4ede5ec47,U_0762,99900,FAILED,2026-02-27T18:37:34Z,,webhook
order_eb68fa03094b44,U_0147,199900,FAILED,2026-04-02T20:54:22Z,,webhook
order_094c79889c044e,U_0656,49900,AUTHORIZED,2026-02-19T15:08:32Z,,webhook
order_02e663ee5df04e,U_0548,99900,CAPTURED,2026-03-26T09:23:11Z,2026-03-26T09:28:22Z,webhook
order_d778895dab644e,U_0830,49900,CREATED,2026-03-10T17:35:08Z,,api
order_d1bae8213cb947,U_0778,199900,CREATED,2026-03-12T02:49:22Z,,api
order_9f2bcc351ee848,U_0875,499900,CAPTURED,2026-03-01T22:59:50Z,2026-03-01T23:05:59Z,webhook
order_4db5283cd1f545,U_0880,199900,CREATED,2026-04-18T07:03:56Z,,api
order_59376587764643,U_0584,49900,CREATED,2026-04-14T07:00:29Z,,api
order_d6cea61f75b645,U_0847,499900,CAPTURED,2026-03-10T10:54:14Z,2026-03-10T11:03:34Z,webhook
order_aacfcf9f137142,U_0782,99900,CREATED,2026-03-08T07:00:39Z,,api
order_dfd626a0895b46,U_0299,499900,CAPTURED,2026-03-02T18:56:06Z,2026-03-02T19:04:20Z,webhook
order_203e1973add746,U_0495,99900,CREATED,2026-03-04T22:37:17Z,,api
order_8752b54422a54d,U_0618,499900,AUTHORIZED,2026-04-04T21:46:59Z,,webhook
order_f3b87b0f785440,U_0382,49900,CAPTURED,2026-03-13T07:14:04Z,2026-03-13T07:16:43Z,webhook
order_efe22c7e36b44e,U_0585,499900,CAPTURED,2026-03-27T11:55:43Z,2026-03-27T12:05:04Z,webhook
order_7513cd67f3524c,U_0532,499900,FAILED,2026-03-12T23:43:24Z,,webhook
order_e54644b2111043,U_0986,49900,AUTHORIZED,2026-02-27T11:59:38Z,,webhook
order_b47b8aa7b21644,U_0771,99900,AUTHORIZED,2026-02-28T14:27:25Z,,webhook
order_65737afc23d54e,U_0164,199900,CAPTURED,2026-04-19T01:41:03Z,2026-04-19T01:46:23Z,webhook
order_9e358570990f47,U_0440,99900,CREATED,2026-02-25T00:12:27Z,,api
order_695e668e479a45,U_0517,199900,CREATED,2026-02-23T01:08:03Z,,api
order_f6cab347fdbd4f,U_0694,499900,CREATED,2026-03-24T11:25:05Z,,api
order_ee66f5562b8144,U_0199,499900,CAPTURED,2026-02-20T22:02:17Z,2026-02-20T22:05:33Z,webhook
order_76bb0cac0c2943,U_0326,199900,CREATED,2026-03-10T20:23:21Z,,api
order_b410d25a81b248,U_0584,499900,REFUNDED,2026-03-25T02:08:01Z,2026-03-25T02:13:56Z,webhook
order_48c1c5df6fd54d,U_0029,49900,AUTHORIZED,2026-02-21T08:24:10Z,,webhook
order_828d3290773646,U_0311,499900,CREATED,2026-03-18T11:44:53Z,,api
order_ff01b88eec4049,U_0390,99900,CAPTURED,2026-03-30T21:15:31Z,2026-03-30T21:21:41Z,webhook
order_04983c2256334a,U_0318,99900,AUTHORIZED,2026-03-27T04:14:03Z,,webhook
order_2621470a30af4f,U_0994,199900,CREATED,2026-03-31T15:10:03Z,,api
order_303413397e424c,U_0453,99900,AUTHORIZED,2026-03-12T10:10:01Z,,webhook
order_da5103e80e1847,U_0425,499900,CAPTURED,2026-03-10T05:44:53Z,2026-03-10T05:51:55Z,webhook
order_748832abc63d40,U_0726,49900,CAPTURED,2026-03-02T05:44:34Z,2026-03-02T05:52:48Z,webhook
order_f2fffdcecde24e,U_0228,499900,CAPTURED,2026-02-22T07:18:15Z,2026-02-22T07:24:35Z,webhook
order_8061d627ca6643,U_0065,199900,AUTHORIZED,2026-03-18T08:31:48Z,,webhook
order_00ae7b30725140,U_0496,199900,CREATED,2026-03-19T18:08:30Z,,api
order_53f3f04f113e47,U_0957,49900,AUTHORIZED,2026-02-24T14:23:12Z,,webhook
order_876d8a558bdc4e,U_0187,499900,CAPTURED,2026-03-15T15:55:14Z,2026-03-15T16:04:03Z,webhook
order_9a7e4047853f4c,U_0865,49900,CREATED,2026-03-01T12:21:08Z,,api
order_7ed11180608948,U_0619,499900,CAPTURED,2026-04-11T01:01:33Z,2026-04-11T01:03:32Z,webhook
order_01a289d3e4964a,U_0096,99900,CAPTURED,2026-04-02T14:42:12Z,2026-04-02T14:48:48Z,webhook
order_ceb3affe708f43,U_0254,49900,CAPTURED,2026-03-23T13:13:27Z,2026-03-23T13:19:47Z,webhook
order_8d495c569fc145,U_0411,99900,AUTHORIZED,2026-04-04T17:41:08Z,,webhook
order_11a07054bfb84e,U_0280,199900,CREATED,2026-04-19T18:56:18Z,,api
order_d07ed4bdb2be4e,U_0107,199900,CAPTURED,2026-03-10T14:04:54Z,2026-03-10T14:13:07Z,webhook
order_516d75cfe2e94d,U_0064,199900,CREATED,2026-04-09T08:21:52Z,,api
order_c484aee928f24b,U_0125,199900,CAPTURED,2026-02-27T12:38:41Z,2026-02-27T12:50:44Z,webhook
order_aa813dbf4cc141,U_0900,199900,CAPTURED,2026-03-16T12:56:57Z,2026-03-16T13:03:34Z,webhook
order_a4a5af3b833a4e,U_0992,199900,CREATED,2026-04-01T22:41:03Z,,api
order_d9802c73a5204a,U_0674,199900,AUTHORIZED,2026-03-15T15:06:01Z,,webhook
order_b837dcf37f4a4d,U_0999,49900,CAPTURED,2026-03-02T05:11:24Z,2026-03-02T05:22:40Z,webhook
order_1abdb66d44ae47,U_0111,49900,CAPTURED,2026-04-05T05:18:24Z,2026-04-05T05:25:42Z,webhook
order_45e4cd0cbab44a,U_0939,49900,CREATED,2026-03-05T12:52:22Z,,api
order_09b769baf88948,U_0952,49900,CAPTURED,2026-03-15T04:43:33Z,2026-03-15T04:53:02Z,webhook
order_fe446140529949,U_0516,99900,CREATED,2026-04-13T03:52:58Z,,api
order_6dea00f7820f47,U_0756,99900,CAPTURED,2026-04-08T10:29:41Z,2026-04-08T10:31:27Z,webhook
order_13276cae888644,U_0726,99900,FAILED,2026-04-13T23:34:52Z,,webhook
order_c13a3f2b97ed4c,U_0532,199900,AUTHORIZED,2026-03-31T16:34:06Z,,webhook
order_ee4ad6dbe68e44,U_0443,199900,CAPTURED,2026-03-01T13:33:17Z,2026-03-01T13:38:54Z,webhook
order_dfe1064d42f841,U_0428,99900,CREATED,2026-02-25T07:59:18Z,,api
order_f985307c996143,U_0483,499900,CREATED,2026-03-08T01:35:41Z,,api
order_fbfc68f744a849,U_0606,499900,CAPTURED,2026-03-24T04:56:31Z,2026-03-24T05:03:30Z,webhook
order_27a9cb99116e48,U_0176,49900,CREATED,2026-03-03T06:29:38Z,,api
order_97b54196a4ca4d,U_0987,49900,CREATED,2026-03-31T22:31:17Z,,api
order_58f4990b019740,U_0249,199900,AUTHORIZED,2026-04-13T03:14:59Z,,webhook
order_418204e3e3ba4f,U_0520,99900,CAPTURED,2026-03-30T03:15:50Z,2026-03-30T03:20:10Z,webhook
order_53779b5df8e648,U_0936,49900,CREATED,2026-03-19T09:03:20Z,,api
order_f4ce5657b71b49,U_0102,99900,CREATED,2026-03-07T08:44:20Z,,api
order_35ea2d3dbc414b,U_0653,499900,CREATED,2026-02-27T08:30:17Z,,api
order_aa7c00630e324c,U_0125,49900,CAPTURED,2026-04-07T23:24:55Z,2026-04-07T23:30:11Z,webhook
order_73248193a2ce4e,U_0355,99900,CREATED,2026-04-04T07:53:17Z,,api
order_c5b99fab85f64d,U_0503,199900,FAILED,2026-02-23T08:05:52Z,,webhook
order_40801a24411042,U_0968,99900,CREATED,2026-04-13T03:47:06Z,,api
order_441dedaa550043,U_0411,199900,CAPTURED,2026-03-28T10:11:31Z,2026-03-28T10:19:13Z,webhook
order_2a5eb8f98f5443,U_0764,499900,CAPTURED,2026-03-06T21:55:03Z,2026-03-06T22:00:23Z,webhook
order_b1af3fe4010f44,U_0750,199900,CREATED,2026-04-11T07:10:01Z,,api
order_2aaf0df94b874b,U_0754,499900,AUTHORIZED,2026-04-04T03:44:17Z,,webhook
order_607fdee8b11a4d,U_0657,499900,CAPTURED,2026-02-27T20:16:17Z,2026-02-27T20:19:40Z,webhook
order_31e48ea48ea947,U_0271,99900,CAPTURED,2026-03-16T11:44:12Z,2026-03-16T11:45:33Z,webhook
order_3926e2155e8449,U_0759,49900,CAPTURED,2026-02-19T12:05:24Z,2026-02-19T12:10:19Z,webhook
order_0b9b435b53a64e,U_0416,99900,AUTHORIZED,2026-02-21T14:30:21Z,,webhook
order_303413397e424c,U_0453,99900,CAPTURED,2026-03-12T10:10:01Z,2026-03-12T10:13:03Z,webhook
order_efea2ab941d34b,U_0491,199900,FAILED,2026-04-05T15:06:23Z,,webhook
order_d07ed4bdb2be4e,U_0107,199900,AUTHORIZED,2026-03-10T14:04:54Z,,webhook
order_d3faef99464643,U_0123,499900,AUTHORIZED,2026-04-17T23:17:51Z,,webhook
order_69198700960a4a,U_0775,99900,AUTHORIZED,2026-04-10T04:24:31Z,,webhook
order_2ee04112d0f649,U_0003,99900,CREATED,2026-03-01T07:34:37Z,,api
order_47494594a00347,U_0233,199900,FAILED,2026-04-02T08:30:56Z,,webhook
order_e1e7ba65cb1b4b,U_0326,99900,CAPTURED,2026-03-10T23:58:47Z,2026-03-11T00:04:33Z,webhook
order_0387cedf7ee647,U_0952,49900,CAPTURED,2026-03-15T03:27:08Z,2026-03-15T03:35:07Z,webhook
order_1c6234de0ecb4d,U_0727,99900,AUTHORIZED,2026-02-28T15:17:05Z,,webhook
order_592b299136a344,U_0237,99900,CAPTURED,2026-02-26T03:58:40Z,2026-02-26T04:07:54Z,webhook
order_2d0f3eee6a784f,U_0853,99900,CAPTURED,2026-03-25T14:00:57Z,2026-03-25T14:07:29Z,webhook
order_2f02b32f9c6241,U_0625,199900,CAPTURED,2026-03-13T19:04:04Z,2026-03-13T19:09:31Z,webhook
order_ccfab25091144d,U_0759,199900,CREATED,2026-03-04T12:17:58Z,,api
